,Survived,Pclass,SibSp,Parch,Sex_cat,Embarked_cat,Title_cat,Is_Alone,Fare_min_max,Age_norm
381,1,3,0,2,0,0,1,0,0.030722385962172815,-2.005736815552019
382,0,3,0,0,1,2,2,1,0.015478304998731283,0.19068505566458185
383,1,1,1,0,0,2,3,0,0.10149708195889368,0.40324201094360773
384,0,3,0,0,1,2,2,1,0.015419748989908846,0.5558158674449026
385,0,2,0,0,1,2,2,1,0.1434622216149747,-0.8012474023042057
386,0,3,5,2,1,2,0,0,0.09154256045907909,-2.005736815552019
387,1,2,0,0,0,2,1,1,0.02537427048972342,0.4740943293699497
388,0,3,0,0,1,1,2,1,0.015087931606581693,-1.2870936713647307
389,1,2,0,0,0,0,1,1,0.023422403528975462,-0.8720997207305476
390,1,1,1,2,1,2,2,0,0.2342240352897546,0.4740943293699497
391,1,3,0,0,1,2,2,1,0.01522456229383405,-0.5886904470251798
392,0,3,2,0,1,2,2,0,0.015478304998731283,-0.09272421804078601
393,1,1,1,0,0,0,1,0,0.22110748931352836,-0.44698581017249583
394,1,3,0,2,0,2,3,0,0.03259617824449085,-0.3761334917461539
395,0,3,0,0,1,2,2,1,0.01522456229383405,-0.5178381285988378
396,0,3,0,0,0,2,1,1,0.015322155641871447,0.11983273723823988
397,0,2,0,0,1,2,2,1,0.05074854097944684,1.1826175136333694
398,0,2,0,0,1,2,4,1,0.02049460308785353,-0.44698581017249583
399,1,2,0,0,0,2,3,1,0.024691117053461633,-0.09272421804078601
400,1,3,0,0,1,2,2,1,0.015478304998731283,0.6866512846489756
401,0,3,0,0,1,2,2,1,0.01571252903402104,-0.23442885489346996
402,0,3,1,0,0,2,1,0,0.0191868522241524,-0.5886904470251798
403,0,3,1,0,1,2,2,0,0.03093709132785509,-0.09272421804078601
404,0,3,0,0,0,2,1,1,0.016903167880077292,-0.6595427654515218
405,0,2,1,0,1,2,2,0,0.04098920617570706,0.3323896925172658
406,0,3,0,0,1,2,2,1,0.015126968945796652,1.5368791057650792
407,1,2,1,1,1,2,0,0,0.03659750551402416,-1.8640321786993352
408,0,3,0,0,1,2,2,1,0.015185524954619091,-0.5886904470251798
409,0,3,3,1,0,2,1,0,0.04971405149025042,0.44033250032741483
410,0,3,0,0,1,2,2,1,0.015419748989908846,0.8244614267516792
411,0,3,0,0,1,1,2,1,0.013389807350730974,0.9665931167428764
412,1,1,1,0,0,1,1,0,0.17566802646731597,0.2615373740909238
413,0,2,0,0,1,2,2,1,0.0,-0.021871899614444048
414,1,3,0,0,1,2,2,1,0.015478304998731283,1.0409128767806854
415,0,3,0,0,0,2,3,1,0.01571252903402104,-0.0014805237252693616
416,1,2,1,1,0,2,3,0,0.06343567622430854,0.3323896925172658
417,1,2,0,2,0,2,1,0,0.02537427048972342,-0.8012474023042057
418,0,2,0,0,1,2,2,1,0.02537427048972342,0.04898041881189792
419,0,3,0,2,0,2,1,0,0.047137587102063117,-1.3680659497149414
420,0,3,0,0,1,0,2,1,0.015419748989908846,0.4447436338873269
421,0,3,0,0,1,1,2,1,0.015087931606581693,-0.5886904470251798
422,0,3,0,0,1,2,2,1,0.015380711650693886,-0.021871899614444048
423,0,3,1,1,0,2,3,0,0.028106884234770556,-0.09272421804078601
424,0,3,1,1,1,2,2,0,0.03944723127671618,-0.8012474023042057
425,0,3,0,0,1,2,2,1,0.014151035465422675,1.1805055215103593
426,1,2,1,0,0,2,3,0,0.05074854097944684,-0.09272421804078601
427,1,2,0,0,0,2,1,1,0.05074854097944684,-0.7303950838778637
428,0,3,0,0,1,1,2,1,0.015126968945796652,2.0719145054936017
429,1,3,0,0,1,2,2,1,0.01571252903402104,0.19068505566458185
430,1,1,0,0,1,2,2,1,0.05182206780785821,-0.09272421804078601
431,1,3,1,0,0,2,3,0,0.03142505806804208,0.46732924514517155
432,1,2,1,0,0,2,3,0,0.05074854097944684,0.8992082399280015
433,0,3,0,0,1,2,2,1,0.01391681143013292,-0.8720997207305476
434,0,1,1,0,1,2,2,0,0.1091093631058107,1.4660267873387371
435,1,1,1,2,0,2,1,0,0.2342240352897546,-1.0846566760095735
436,0,3,2,2,0,2,1,0,0.0671051861105147,-0.5886904470251798
437,1,2,2,3,0,2,3,0,0.03659750551402416,-0.3761334917461539
438,0,1,1,4,1,2,2,0,0.5133410106767122,2.457959245307525
439,0,2,0,0,1,2,2,1,0.02049460308785353,0.11983273723823988
440,1,2,1,1,0,2,3,0,0.051236507719633825,1.1117651952070273
441,0,3,0,0,1,2,2,1,0.018542736127105573,-0.6595427654515218
442,0,3,1,0,1,2,2,0,0.015185524954619091,-0.3052811733198119
443,1,2,0,0,0,2,1,1,0.02537427048972342,-0.09272421804078601
444,1,3,0,0,1,2,2,1,0.015829641051665917,1.1711139900210927
445,1,1,0,2,1,2,0,0,0.1597798294068276,-1.7931798602729931
446,1,2,0,1,0,2,1,0,0.03806140573458513,-1.1555089944359156
447,1,1,0,0,1,2,2,1,0.05182206780785821,0.3323896925172658
448,1,3,2,1,0,0,1,0,0.03759295766400562,-1.7223275418466513
449,1,1,0,0,1,2,4,1,0.059531942302812633,1.6077314241914211
450,0,2,1,2,1,2,2,0,0.05416430816075576,0.4740943293699497
451,0,3,1,0,1,2,2,0,0.03897878320613666,-0.40396807231453363
452,0,1,0,0,1,0,2,1,0.05416430816075576,0.04898041881189792
453,1,1,1,0,1,0,2,0,0.17391134620264279,1.3951744689123953
454,0,3,0,0,1,2,2,1,0.01571252903402104,-1.8288180167081276
455,1,3,0,0,1,0,2,1,0.015419748989908846,-0.021871899614444048
456,0,1,0,0,1,2,2,1,0.05182206780785821,2.528811563733867
457,1,1,1,0,0,2,3,0,0.10122382058438896,0.5449466477962916
458,1,2,0,0,0,2,1,1,0.02049460308785353,1.4660267873387371
459,0,3,0,0,1,1,2,1,0.015126968945796652,-1.694452223320746
460,1,1,0,0,1,2,2,1,0.05182206780785821,1.3243221504860534
461,0,3,0,0,1,2,2,1,0.01571252903402104,0.3323896925172658
462,0,1,0,0,1,2,2,1,0.07514687798879627,1.2534698320597113
463,0,2,0,0,1,2,2,1,0.02537427048972342,1.3243221504860534
464,0,3,0,0,1,2,2,1,0.01571252903402104,0.14372831363020408
465,0,3,0,0,1,2,2,1,0.013760662073273084,0.6157989662226336
466,0,2,0,0,1,2,2,1,0.0,-0.021871899614444048
467,0,1,0,0,1,2,2,1,0.05182206780785821,1.891140697896789
468,0,3,0,0,1,1,2,1,0.015087931606581693,-0.06614391055867311
469,1,3,2,1,0,0,1,0,0.03759295766400562,-2.0234498951586044
470,0,3,0,0,1,2,2,1,0.014151035465422675,0.01799528291769007
471,0,3,0,0,1,2,2,1,0.016903167880077292,0.6157989662226336
472,1,2,1,2,0,2,3,0,0.05416430816075576,0.2615373740909238
473,1,2,0,0,0,0,3,1,0.0269162453887143,-0.44698581017249583
474,0,3,0,0,0,2,1,1,0.01920637089375988,-0.5178381285988378
475,0,1,0,0,1,2,2,1,0.10149708195889368,0.5449466477962916
476,0,2,1,0,1,2,2,0,0.04098920617570706,0.3323896925172658
477,0,3,1,0,1,2,2,0,0.013760662073273084,-0.021871899614444048
478,0,3,0,0,1,2,2,1,0.014678039544824622,-0.5178381285988378
479,1,3,0,1,0,2,1,0,0.023988444947592367,-1.9348844971256771
480,0,3,5,2,1,2,0,0,0.09154256045907909,-1.4389182681412833
481,0,2,0,0,1,2,2,1,0.0,-0.021871899614444048
482,0,3,0,0,1,2,2,1,0.01571252903402104,1.4660267873387371
483,1,3,0,0,0,2,3,1,0.01871840415357289,2.387106926881183
484,1,1,1,0,1,0,2,0,0.17777604278492376,-0.3052811733198119
485,0,3,3,1,0,2,1,0,0.04971405149025042,-1.7739465535544554
486,1,1,1,0,0,2,3,0,0.17566802646731597,0.40324201094360773
487,0,1,0,0,1,0,2,1,0.05797044873421427,2.032845334749473
488,0,3,0,0,1,2,2,1,0.01571252903402104,0.04898041881189792
489,1,3,1,1,1,2,0,0,0.031034684675892488,-1.4389182681412833
490,0,3,1,0,1,2,2,0,0.03897878320613666,1.0702536260148476
491,0,3,0,0,1,2,2,1,0.014151035465422675,-0.5886904470251798
492,0,1,0,0,1,2,2,1,0.059531942302812633,1.820288379470447
493,0,1,0,0,1,0,2,1,0.09661741455702379,2.953925474291919
494,0,3,0,0,1,2,2,1,0.01571252903402104,-0.5886904470251798
495,0,3,0,0,1,0,2,1,0.028223996252415433,-0.7198507752484762
496,1,1,1,0,0,0,1,0,0.15277262701774244,1.749436061044105
497,0,3,0,0,1,2,2,1,0.02947319110729412,0.3692827845078446
498,0,1,1,2,0,2,3,0,0.2958054379013526,-0.3052811733198119
499,0,3,0,0,1,2,2,1,0.01522456229383405,-0.3761334917461539
500,0,3,0,0,1,2,2,1,0.016903167880077292,-0.8720997207305476
501,0,3,0,0,0,1,1,1,0.015126968945796652,-0.5886904470251798
502,0,3,0,0,0,1,1,1,0.014892744910506898,-0.18740810629167215
503,0,3,0,0,0,2,1,1,0.01871840415357289,0.5449466477962916
504,1,1,0,0,0,2,1,1,0.16883649210469812,-0.9429520391568896
505,0,1,1,0,1,0,2,0,0.21255831202545233,-0.8012474023042057
506,1,2,0,2,0,2,3,0,0.05074854097944684,0.2615373740909238
507,1,1,0,0,1,2,2,1,0.05182206780785821,0.5449466477962916
508,0,3,0,0,1,2,2,1,0.04397556262565143,-0.09272421804078601
509,1,3,0,0,1,2,2,1,0.11028048328225946,-0.23442885489346996
510,1,3,0,0,1,1,2,1,0.015126968945796652,-0.021871899614444048
511,0,3,0,0,1,2,2,1,0.01571252903402104,-0.1762452760525487
512,1,1,0,0,1,2,2,1,0.05131458239806374,0.4740943293699497
513,1,1,1,0,0,0,3,0,0.11594089746842853,1.749436061044105
514,0,3,0,0,1,2,2,1,0.014639002205609663,-0.3761334917461539
515,0,1,0,0,1,2,2,1,0.06640251400464545,1.2534698320597113
516,1,2,0,0,0,2,3,1,0.02049460308785353,0.3323896925172658
517,0,3,0,0,1,1,2,1,0.047137587102063117,0.6792429102609857
518,1,2,1,0,0,2,3,0,0.05074854097944684,0.4740943293699497
519,0,3,0,0,1,2,2,1,0.015419748989908846,0.19068505566458185
520,1,1,0,0,0,2,1,1,0.18249956082993382,0.04898041881189792
521,0,3,0,0,1,2,2,1,0.015419748989908846,-0.5178381285988378
522,0,3,0,0,1,0,2,1,0.014111998126207717,-1.0752623423111134
523,1,1,0,1,0,0,3,0,0.11316924638416644,1.0409128767806854
524,0,3,0,0,1,0,2,1,0.014111998126207717,0.11528264315176809
525,0,3,0,0,1,1,2,1,0.015126968945796652,0.7929297622884885
526,1,2,0,0,0,2,1,1,0.02049460308785353,1.4660267873387371
527,0,1,0,0,1,2,2,1,0.4328850545546815,0.5449466477962916
528,0,3,0,0,1,2,2,1,0.015478304998731283,0.6866512846489756
529,0,2,2,1,1,2,2,0,0.022446470048601484,-0.44698581017249583
530,1,2,1,1,0,2,1,0,0.05074854097944684,-1.9348844971256771
531,0,3,0,0,1,0,2,1,0.014111998126207717,-0.33903658314229734
532,0,3,1,1,1,0,2,0,0.014111998126207717,-0.8720997207305476
533,1,3,0,2,0,0,3,0,0.043643745242324276,0.5564136803390091
534,0,3,0,0,0,2,1,1,0.016903167880077292,0.04898041881189792
535,1,2,0,2,0,2,1,0,0.051236507719633825,-1.5806229049939673
536,0,1,0,0,1,2,4,1,0.05182206780785821,1.1117651952070273
537,1,1,0,0,0,0,1,1,0.2077372006324049,0.04898041881189792
538,0,3,0,0,1,2,2,1,0.02830207093084535,-0.821196994857866
539,1,1,0,2,0,0,1,0,0.09661741455702379,-0.5178381285988378
540,1,1,0,2,0,2,1,0,0.1385825542131048,0.4740943293699497
541,0,3,4,2,0,2,1,0,0.06105439853219604,-1.4389182681412833
542,0,3,4,2,0,2,1,0,0.06105439853219604,-1.2972136312885993
543,1,2,1,0,1,2,2,0,0.05074854097944684,0.19068505566458185
544,0,1,1,0,1,0,2,0,0.2077372006324049,1.4660267873387371
545,0,1,0,0,1,2,2,1,0.05074854097944684,2.457959245307525
546,1,2,1,0,0,2,3,0,0.05074854097944684,-0.7303950838778637
547,1,2,0,0,1,0,2,1,0.027052876075966657,-0.021871899614444048
548,0,3,1,1,1,2,2,0,0.04007182870415552,0.2615373740909238
549,1,2,1,1,1,2,0,0,0.07173111080748736,-1.5097705865676254
550,1,1,0,2,1,0,2,0,0.21642300860773325,-0.8720997207305476
551,0,2,0,0,1,2,2,1,0.05074854097944684,-0.16357653646712797
552,0,3,0,0,1,1,2,1,0.015283118302656488,-0.6718033694674489
553,1,3,0,0,1,0,2,1,0.014111998126207717,-0.5178381285988378
554,1,3,0,0,0,2,1,1,0.015185524954619091,-0.5178381285988378
555,0,1,0,0,1,2,2,1,0.05182206780785821,2.316254608454841
556,1,1,1,0,0,0,4,0,0.07729393164561903,1.3243221504860534
557,0,1,0,0,1,0,2,1,0.44410828957898224,0.5449466477962916
558,1,1,1,1,0,2,3,0,0.15546620342357464,0.6866512846489756
559,1,3,1,0,0,2,3,0,0.03396248511701442,0.4740943293699497
560,0,3,0,0,1,1,2,1,0.015126968945796652,-1.0087892129683975
561,0,3,0,0,1,2,2,1,0.015419748989908846,0.7575036030753176
562,0,2,0,0,1,2,2,1,0.026350203970097394,-0.09272421804078601
563,0,3,0,0,1,2,2,1,0.01571252903402104,-0.5118617929299537
564,0,3,0,0,0,2,1,1,0.01571252903402104,-0.007085933336727778
565,0,3,2,0,1,2,2,0,0.047137587102063117,-0.3761334917461539
566,0,3,0,0,1,2,2,1,0.015419748989908846,-0.7303950838778637
567,0,3,0,4,0,2,3,0,0.041145355532566895,-0.021871899614444048
568,0,3,0,0,1,0,2,1,0.014111998126207717,0.17140528392476764
569,1,3,0,0,1,2,2,1,0.015322155641871447,0.19068505566458185
570,1,2,0,0,1,2,2,1,0.02049460308785353,2.316254608454841
571,1,1,2,0,0,2,3,0,0.10048211113930472,1.6785837426177632
572,1,1,0,0,1,2,2,1,0.05150976909413854,0.4740943293699497
573,1,3,0,0,0,1,1,1,0.015126968945796652,-0.8028528315254876
574,0,3,0,0,1,2,2,1,0.01571252903402104,-0.9429520391568896
575,0,3,0,0,1,2,2,1,0.02830207093084535,-0.7303950838778637
576,1,2,0,0,0,2,1,1,0.02537427048972342,0.3323896925172658
577,1,1,1,0,0,2,3,0,0.1091093631058107,0.6866512846489756
578,0,3,1,0,0,0,3,0,0.028223996252415433,-1.3817325229770803
579,1,3,0,0,1,2,2,1,0.015478304998731283,0.19068505566458185
580,1,2,1,1,0,2,1,0,0.05855600882243865,-0.3052811733198119
581,1,1,1,1,0,0,3,0,0.21642300860773325,0.6866512846489756
582,0,2,0,0,1,2,2,1,0.05074854097944684,1.749436061044105
583,0,1,0,0,1,0,2,1,0.07832842113481545,0.4740943293699497
584,0,3,0,0,1,0,2,1,0.01700076122811469,-1.005303261897265
585,1,1,0,2,0,2,1,0,0.15546620342357464,-0.8012474023042057
586,0,2,0,0,1,2,2,1,0.029278004411219326,1.2534698320597113
587,1,1,1,1,1,0,2,0,0.15458786329123805,2.174549971602157
588,0,3,0,0,1,2,2,1,0.01571252903402104,-0.5178381285988378
589,0,3,0,0,1,2,2,1,0.01571252903402104,0.7423881387992826
590,0,3,0,0,1,2,2,1,0.01391681143013292,0.40324201094360773
591,1,1,1,0,0,0,3,0,0.15277262701774244,1.6077314241914211
592,0,3,0,0,1,2,2,1,0.014151035465422675,1.2534698320597113
593,0,3,0,2,0,1,1,0,0.015126968945796652,0.5113471903033713
594,0,2,1,0,1,2,2,0,0.05074854097944684,0.5449466477962916
595,0,3,1,1,1,2,2,0,0.047137587102063117,0.4740943293699497
596,1,2,0,0,0,2,1,1,0.06441160970468252,-0.021871899614444048
597,0,3,0,0,1,2,2,1,0.0,1.3951744689123953
598,0,3,0,0,1,0,2,1,0.014111998126207717,-0.34000937626348954
599,1,1,1,0,1,0,4,0,0.11111978607538109,1.3951744689123953
600,1,2,2,1,0,2,3,0,0.05270040794019479,-0.3761334917461539
601,0,3,0,0,1,2,2,1,0.015419748989908846,-0.7392769994390008
602,0,1,0,0,1,2,2,1,0.0827591591357133,0.5449466477962916
603,0,3,0,0,1,2,2,1,0.01571252903402104,1.0409128767806854
604,1,1,0,0,1,0,2,1,0.05182206780785821,0.40324201094360773
605,0,3,1,0,1,2,2,0,0.030351531239630705,0.4740943293699497
606,0,3,0,0,1,2,2,1,0.015419748989908846,0.04898041881189792
607,1,1,0,0,1,2,2,1,0.059531942302812633,-0.16357653646712797
608,1,2,1,2,0,0,3,0,0.08115862822789997,-0.5178381285988378
609,1,1,0,0,0,2,1,1,0.2995335037963812,0.7575036030753176
610,0,3,1,5,0,2,3,0,0.06105439853219604,0.6866512846489756
611,0,3,0,0,1,2,2,1,0.013760662073273084,-0.09174308347614527
612,1,3,1,0,0,1,1,0,0.030253937891593304,-1.2776255407254906
613,0,3,0,0,1,1,2,1,0.015126968945796652,-2.076589133978361
614,0,3,0,0,1,2,2,1,0.01571252903402104,0.40324201094360773
615,1,2,1,2,0,2,1,0,0.12687135244861708,-0.3761334917461539
616,0,3,1,1,1,2,2,0,0.028106884234770556,0.3323896925172658
617,0,3,1,0,0,2,3,0,0.03142505806804208,-0.23442885489346996
618,1,2,2,1,0,2,1,0,0.07612281146917026,-1.7931798602729931
619,0,2,0,0,1,2,2,1,0.02049460308785353,-0.23442885489346996
620,0,3,1,0,1,0,2,0,0.02820447758280795,-0.16357653646712797
621,1,1,1,0,1,2,2,0,0.10257060878730503,0.8992082399280015
622,1,3,1,1,1,0,2,0,0.030722385962172815,-0.6595427654515218
623,0,3,0,0,1,2,2,1,0.015322155641871447,-0.5886904470251798
624,0,3,0,0,1,2,2,1,0.03142505806804208,-0.5886904470251798
625,0,1,0,0,1,2,2,1,0.06308434017137392,2.245402290028499
626,0,2,0,0,1,1,4,1,0.024105556965237245,1.961993016323131
627,1,1,0,0,0,2,1,1,0.15216754825991058,-0.5886904470251798
628,0,3,0,0,1,2,2,1,0.015419748989908846,-0.23442885489346996
629,0,3,0,0,1,1,2,1,0.015087931606581693,-0.9609224784737878
630,1,1,0,0,1,2,2,1,0.05855600882243865,3.5915963401289965
631,0,3,0,0,1,2,2,1,0.013760662073273084,1.5368791057650792
632,1,1,0,0,1,0,4,1,0.059531942302812633,0.19068505566458185
633,0,1,0,0,1,2,2,1,0.0,0.5449466477962916
634,0,3,3,2,0,2,1,0,0.05445708820486795,-1.4389182681412833
635,1,2,0,0,0,2,1,1,0.02537427048972342,-0.09272421804078601
636,0,3,0,0,1,2,2,1,0.015478304998731283,0.19068505566458185
637,0,2,1,1,1,2,2,0,0.051236507719633825,0.11983273723823988
638,0,3,0,5,0,2,3,0,0.07746959967208633,0.8283559215016596
639,0,3,1,0,1,2,2,0,0.03142505806804208,-0.07859172482148553
640,0,3,0,0,1,2,2,1,0.015322155641871447,-0.6595427654515218
641,1,1,0,0,0,0,1,1,0.1352643803798333,-0.3761334917461539
642,0,3,3,2,0,2,1,0,0.05445708820486795,-1.9348844971256771
643,1,3,0,0,1,2,2,1,0.11028048328225946,0.28845785559869547
644,1,3,2,1,0,0,1,0,0.03759295766400562,-2.0234498951586044
645,1,1,1,0,1,0,2,0,0.1497667518981906,1.3243221504860534
646,0,3,0,0,1,2,2,1,0.015419748989908846,-0.7303950838778637
647,1,1,0,0,1,0,4,1,0.0692912771065524,1.891140697896789
648,0,3,0,0,1,2,2,1,0.01473659555364706,-0.7685394384396993
649,1,3,0,0,0,2,1,1,0.01473659555364706,-0.44698581017249583
650,0,3,0,0,1,2,2,1,0.015419748989908846,-0.8141103303813535
651,1,2,0,1,0,2,1,0,0.04489294009720297,-0.8012474023042057
652,0,3,0,0,1,2,2,1,0.016454238479105262,-0.5886904470251798
653,1,3,0,0,0,1,1,1,0.015283118302656488,-1.1026869919122506
654,0,3,0,0,0,1,1,1,0.013175101985048697,-0.8012474023042057
655,0,2,2,0,1,2,2,0,0.1434622216149747,-0.3761334917461539
656,0,3,0,0,1,2,2,1,0.015419748989908846,0.22683688361455207
657,0,3,1,1,0,1,3,0,0.030253937891593304,0.19068505566458185
658,0,2,0,0,1,2,2,1,0.02537427048972342,-0.44698581017249583
659,0,1,0,2,1,0,2,0,0.22110748931352836,2.032845334749473
660,1,1,2,0,1,2,4,0,0.2608670193039642,1.4660267873387371
661,0,3,0,0,1,0,2,1,0.014111998126207717,0.7575036030753176
662,0,1,0,0,1,2,2,1,0.049948275525540174,1.2534698320597113
663,0,3,0,0,1,2,2,1,0.014639002205609663,0.4740943293699497
664,1,3,1,0,1,2,2,0,0.015478304998731283,-0.6595427654515218
665,0,2,2,0,1,2,2,0,0.1434622216149747,0.19068505566458185
666,0,2,0,0,1,2,2,1,0.02537427048972342,-0.3052811733198119
667,0,3,0,0,1,2,2,1,0.015185524954619091,0.5349066850995887
668,0,3,0,0,1,2,2,1,0.01571252903402104,0.9700605583543435
669,1,1,1,0,0,2,3,0,0.10149708195889368,0.5449466477962916
670,1,2,1,1,0,2,3,0,0.07612281146917026,0.7575036030753176
671,0,1,1,0,1,2,2,0,0.10149708195889368,0.11983273723823988
672,0,2,0,0,1,2,2,1,0.02049460308785353,2.883073155865577
673,1,2,0,0,1,2,2,1,0.02537427048972342,0.11983273723823988
674,0,2,0,0,1,2,2,1,0.0,-0.021871899614444048
675,0,3,0,0,1,2,2,1,0.015185524954619091,-0.8012474023042057
676,0,3,0,0,1,2,2,1,0.01571252903402104,-0.3407073325329829
677,1,3,0,0,0,2,1,1,0.01920637089375988,-0.8012474023042057
678,0,3,1,6,0,2,3,0,0.09154256045907909,0.9700605583543435
679,1,1,0,1,1,0,2,0,1.0,0.4740943293699497
680,0,3,0,0,0,1,1,1,0.015888197060488357,0.7640560559498828
681,1,1,0,0,1,0,2,1,0.1497667518981906,-0.16357653646712797
682,0,3,0,0,1,2,2,1,0.018015732047703625,-0.6595427654515218
683,0,3,5,2,1,2,2,0,0.09154256045907909,-1.0846566760095735
684,0,2,1,1,1,2,2,0,0.07612281146917026,2.174549971602157
685,0,2,1,2,1,0,2,0,0.08115862822789997,-0.3052811733198119
686,0,3,4,1,1,2,2,0,0.07746959967208633,-1.0846566760095735
687,0,3,0,0,1,2,2,1,0.019850486990806705,-0.7303950838778637
688,0,3,0,0,1,2,2,1,0.01522456229383405,-0.8012474023042057
689,1,1,0,1,0,2,1,0,0.4125075634844729,-1.0138043575832316
690,1,1,1,0,1,2,2,0,0.11125641676263344,0.11983273723823988
691,1,3,0,1,0,0,1,0,0.02619405461323756,-1.7931798602729931
692,1,3,0,0,1,2,2,1,0.11028048328225946,0.016444677094836786
693,0,3,0,0,1,0,2,1,0.014111998126207717,-0.3052811733198119
694,0,1,0,0,1,2,4,1,0.05182206780785821,2.174549971602157
695,0,2,0,0,1,2,2,1,0.026350203970097394,1.6077314241914211
696,0,3,0,0,1,2,2,1,0.01571252903402104,1.0409128767806854
697,1,3,0,0,0,1,1,1,0.015087931606581693,-0.4017580489237486
698,0,1,1,1,1,0,2,0,0.21642300860773325,1.3951744689123953
699,0,3,0,0,1,2,2,1,0.014931782249721857,0.8992082399280015
700,1,1,1,0,0,0,3,0,0.44410828957898224,-0.8012474023042057
701,1,1,0,0,1,2,2,1,0.05131458239806374,0.40324201094360773
702,0,3,0,1,0,0,1,0,0.02820447758280795,-0.8012474023042057
703,0,3,0,0,1,1,2,1,0.015107450276189174,-0.3052811733198119
704,0,3,1,0,1,2,2,0,0.015322155641871447,-0.23442885489346996
705,0,2,0,0,1,2,2,1,0.05074854097944684,0.6866512846489756
706,1,2,0,0,0,2,3,1,0.026350203970097394,1.1117651952070273
707,1,1,0,0,1,2,2,1,0.05131458239806374,0.8992082399280015
708,1,1,0,0,0,2,1,1,0.2958054379013526,-0.5178381285988378
709,1,3,1,1,1,0,0,0,0.029765971151406317,-0.9904351536927044
710,1,1,0,0,0,0,1,1,0.09661741455702379,-0.3761334917461539
711,0,1,0,0,1,2,2,1,0.05182206780785821,0.5449466477962916
712,1,1,1,0,1,2,2,0,0.10149708195889368,1.3243221504860534
713,0,3,0,0,1,2,2,1,0.018503698787890616,-0.021871899614444048
714,0,2,0,0,1,2,2,1,0.02537427048972342,1.6077314241914211
715,0,3,0,0,1,2,2,1,0.014931782249721857,-0.7303950838778637
716,1,1,0,0,0,0,1,1,0.44410828957898224,0.6157989662226336
717,1,2,0,0,0,2,1,1,0.02049460308785353,-0.16357653646712797
718,0,3,0,0,1,1,2,1,0.030253937891593304,-0.408428430522672
719,0,3,0,0,1,2,2,1,0.015185524954619091,0.2615373740909238
720,1,2,0,1,0,2,1,0,0.06441160970468252,-1.6514752234203092
721,0,3,1,0,1,2,2,0,0.013760662073273084,-0.8720997207305476
722,0,2,0,0,1,2,2,1,0.02537427048972342,0.3323896925172658
723,0,2,0,0,1,2,2,1,0.02537427048972342,1.4660267873387371
724,1,1,1,0,1,2,2,0,0.10364413561571642,-0.16357653646712797
725,0,3,0,0,1,2,2,1,0.016903167880077292,-0.6595427654515218
726,1,2,3,0,0,2,3,0,0.04098920617570706,0.04898041881189792
727,1,3,0,0,0,1,1,1,0.015107450276189174,0.9278641292352086
728,0,2,1,0,1,2,2,0,0.05074854097944684,-0.3052811733198119
729,0,3,1,0,0,2,1,0,0.015478304998731283,-0.3052811733198119
730,1,1,0,0,0,2,1,1,0.4125075634844729,-0.021871899614444048
731,0,3,0,0,1,0,2,1,0.03667558019245407,-1.2972136312885993
732,0,2,0,0,1,2,2,1,0.0,-0.021871899614444048
733,0,2,0,0,1,2,2,1,0.02537427048972342,-0.44698581017249583
734,0,2,0,0,1,2,2,1,0.02537427048972342,-0.44698581017249583
735,0,3,0,0,1,2,2,1,0.03142505806804208,-0.05729805882761503
736,0,3,1,3,0,2,3,0,0.0671051861105147,1.3243221504860534
737,1,1,0,0,1,0,2,1,1.0,0.40324201094360773
738,0,3,0,0,1,2,2,1,0.015419748989908846,-0.7276149352619671
739,0,3,0,0,1,2,2,1,0.015419748989908846,0.09701998903503058
740,1,1,0,0,1,2,2,1,0.05855600882243865,0.5449466477962916
741,0,1,1,0,1,2,2,0,0.15390470985497626,0.4740943293699497
742,1,1,2,2,0,0,1,0,0.5121308531610484,-0.5886904470251798
743,0,3,1,0,1,2,2,0,0.03142505806804208,-0.3761334917461539
744,1,3,0,0,1,2,2,1,0.015478304998731283,0.11983273723823988
745,0,1,1,1,1,2,4,0,0.1385825542131048,2.883073155865577
746,0,3,1,1,1,2,2,0,0.03952530595514609,-0.9429520391568896
747,1,2,0,0,0,2,1,1,0.02537427048972342,0.04898041881189792
748,0,1,1,0,1,2,2,0,0.10364413561571642,-0.7303950838778637
749,0,3,0,0,1,1,2,1,0.015126968945796652,0.11983273723823988
750,1,2,1,1,0,2,1,0,0.04489294009720297,-1.7931798602729931
751,1,3,0,1,1,2,0,0,0.02435929967013448,-1.6514752234203092
752,0,3,0,0,1,2,2,1,0.018542736127105573,0.2615373740909238
753,0,3,0,0,1,2,2,1,0.015419748989908846,-0.44698581017249583
754,1,2,1,2,0,2,3,0,0.12687135244861708,1.3243221504860534
755,1,2,1,1,1,2,0,0,0.02830207093084535,-2.029118080632712
756,0,3,0,0,1,2,2,1,0.01522456229383405,-0.09272421804078601
757,0,2,0,0,1,2,2,1,0.022446470048601484,-0.8012474023042057
758,0,3,0,0,1,2,2,1,0.01571252903402104,0.3323896925172658
759,1,1,0,0,0,2,4,1,0.16883649210469812,0.2615373740909238
760,0,3,0,0,1,2,2,1,0.02830207093084535,-0.08642041358398317
761,0,3,0,0,1,2,2,1,0.01391681143013292,0.8283559215016596
762,1,3,0,0,1,0,2,1,0.014111998126207717,-0.6595427654515218
763,1,1,1,2,0,2,3,0,0.2342240352897546,0.4740943293699497
